Rank	Word	Frequency	Frequency per million	Zipf value
43	өтінемін	28	1971.2757	6.2947
44	екен	27	1900.873	6.279
44	сіздің	27	1900.873	6.279
45	кетті	26	1830.4703	6.2626
45	тұр	26	1830.4703	6.2626
46	болған	25	1760.0676	6.2455
46	ештеңе	25	1760.0676	6.2455
46	кім	25	1760.0676	6.2455
46	кәзір	25	1760.0676	6.2455
46	сияқты	25	1760.0676	6.2455
46	өте	25	1760.0676	6.2455
47	болса	24	1689.6649	6.2278
47	білмеймін	24	1689.6649	6.2278
47	скалли	24	1689.6649	6.2278
47	шығар	24	1689.6649	6.2278
47	қалай	24	1689.6649	6.2278
48	алып	22	1548.8595	6.19
48	бізге	22	1548.8595	6.19
48	джо	22	1548.8595	6.19
48	жарайды	22	1548.8595	6.19
48	кешіріңіз	22	1548.8595	6.19
49	пе	21	1478.4568	6.1698
49	сэн	21	1478.4568	6.1698
49	сізді	21	1478.4568	6.1698
49	әлі	21	1478.4568	6.1698
50	бәрін	20	1408.0541	6.1486
50	жерде	20	1408.0541	6.1486
50	кеттік	20	1408.0541	6.1486
50	сізге	20	1408.0541	6.1486
50	ше	20	1408.0541	6.1486
50	ғана	20	1408.0541	6.1486
51	бола	19	1337.6514	6.1263
51	жүр	19	1337.6514	6.1263
51	сәлем	19	1337.6514	6.1263
51	уганда	19	1337.6514	6.1263
51	шын	19	1337.6514	6.1263
52	адамдар	18	1267.2487	6.1029
52	жерге	18	1267.2487	6.1029
52	жерден	18	1267.2487	6.1029
52	туралы	18	1267.2487	6.1029
53	келді	17	1196.846	6.078
53	мырза	17	1196.846	6.078
53	сонда	17	1196.846	6.078
53	тірі	17	1196.846	6.078
53	қалды	17	1196.846	6.078
54	болар	16	1126.4433	6.0517
54	білемін	16	1126.4433	6.0517
54	жаңа	16	1126.4433	6.0517
54	онда	16	1126.4433	6.0517
54	қой	16	1126.4433	6.0517
54	әкей	16	1126.4433	6.0517
55	а	15	1056.0406	6.0237
55	бірге	15	1056.0406	6.0237
55	деген	15	1056.0406	6.0237
55	меніңше	15	1056.0406	6.0237
55	тихиро	15	1056.0406	6.0237
55	фбр	15	1056.0406	6.0237
55	қайырлы	15	1056.0406	6.0237
55	қан	15	1056.0406	6.0237
55	қатты	15	1056.0406	6.0237
55	әй	15	1056.0406	6.0237
56	екенін	14	985.6378	5.9937
56	кел	14	985.6378	5.9937
56	келген	14	985.6378	5.9937
56	себебі	14	985.6378	5.9937
56	таң	14	985.6378	5.9937
56	тым	14	985.6378	5.9937
57	алмаймын	13	915.2351	5.9615
57	бер	13	915.2351	5.9615
57	білесің	13	915.2351	5.9615
57	бірдеңе	13	915.2351	5.9615
57	гариган	13	915.2351	5.9615
57	дейді	13	915.2351	5.9615
57	көріп	13	915.2351	5.9615
57	олай	13	915.2351	5.9615
57	оларды	13	915.2351	5.9615
57	осылай	13	915.2351	5.9615
57	тауып	13	915.2351	5.9615
57	тіпті	13	915.2351	5.9615
57	қол	13	915.2351	5.9615
57	өз	13	915.2351	5.9615
58	амин	12	844.8324	5.9268
58	апа	12	844.8324	5.9268
58	бері	12	844.8324	5.9268
58	ең	12	844.8324	5.9268
58	жатырмын	12	844.8324	5.9268
58	келе	12	844.8324	5.9268
58	көп	12	844.8324	5.9268
58	мынау	12	844.8324	5.9268
58	одан	12	844.8324	5.9268
58	сондай	12	844.8324	5.9268
58	у	12	844.8324	5.9268
58	қажет	12	844.8324	5.9268
58	қайта	12	844.8324	5.9268
58	қандай	12	844.8324	5.9268
58	әке	12	844.8324	5.9268
59	бізді	11	774.4297	5.889
59	бүгін	11	774.4297	5.889
59	ешкім	11	774.4297	5.889
59	кешірім	11	774.4297	5.889
59	мұнда	11	774.4297	5.889
59	нәрсе	11	774.4297	5.889
59	па	11	774.4297	5.889
59	тұрмын	11	774.4297	5.889
59	іздеп	11	774.4297	5.889
59	қарашы	11	774.4297	5.889
59	үлкен	11	774.4297	5.889
59	әрине	11	774.4297	5.889
60	ана	10	704.027	5.8476
60	болмайды	10	704.027	5.8476
60	дене	10	704.027	5.8476
60	дәл	10	704.027	5.8476
60	екі	10	704.027	5.8476
60	жағдай	10	704.027	5.8476
60	кейін	10	704.027	5.8476
60	менде	10	704.027	5.8476
60	ойлап	10	704.027	5.8476
60	сендер	10	704.027	5.8476
60	соң	10	704.027	5.8476
60	тарт	10	704.027	5.8476
60	тез	10	704.027	5.8476
60	тиіс	10	704.027	5.8476
60	тыныш	10	704.027	5.8476
60	тұрсың	10	704.027	5.8476
60	уәде	10	704.027	5.8476
60	юбаба	10	704.027	5.8476
60	қарай	10	704.027	5.8476
60	құдай	10	704.027	5.8476
60	өзім	10	704.027	5.8476
61	айтты	9	633.6243	5.8018
61	алтын	9	633.6243	5.8018
61	арнайы	9	633.6243	5.8018
61	артқа	9	633.6243	5.8018
61	ақ	9	633.6243	5.8018
61	барлық	9	633.6243	5.8018
61	барып	9	633.6243	5.8018
61	бол	9	633.6243	5.8018
61	болмаса	9	633.6243	5.8018
61	былай	9	633.6243	5.8018
61	біреу	9	633.6243	5.8018
61	жүріңдер	9	633.6243	5.8018
61	келдім	9	633.6243	5.8018
61	келіп	9	633.6243	5.8018
61	комази	9	633.6243	5.8018
61	көмек	9	633.6243	5.8018
61	тоқта	9	633.6243	5.8018
61	түс	9	633.6243	5.8018
61	шынымен	9	633.6243	5.8018
61	қайдан	9	633.6243	5.8018
61	қарсы	9	633.6243	5.8018
61	қиын	9	633.6243	5.8018
61	қуаныштымын	9	633.6243	5.8018
61	үш	9	633.6243	5.8018
61	әйел	9	633.6243	5.8018
61	өзің	9	633.6243	5.8018
61	өмір	9	633.6243	5.8018
61	өтінем	9	633.6243	5.8018
62	адамдары	8	563.2216	5.7507
62	айтып	8	563.2216	5.7507
62	аласың	8	563.2216	5.7507
62	алмай	8	563.2216	5.7507
62	бара	8	563.2216	5.7507
62	барлығын	8	563.2216	5.7507
62	бойы	8	563.2216	5.7507
62	болу	8	563.2216	5.7507
62	боп	8	563.2216	5.7507
62	біраз	8	563.2216	5.7507
62	бұны	8	563.2216	5.7507
62	бұның	8	563.2216	5.7507
62	дегенмен	8	563.2216	5.7507
62	деймін	8	563.2216	5.7507
62	дем	8	563.2216	5.7507
62	жеп	8	563.2216	5.7507
62	кей	8	563.2216	5.7507
62	келмейді	8	563.2216	5.7507
62	керемет	8	563.2216	5.7507
62	кішкене	8	563.2216	5.7507
62	кәне	8	563.2216	5.7507
62	ой	8	563.2216	5.7507
62	оларға	8	563.2216	5.7507
62	отыр	8	563.2216	5.7507
62	сенімен	8	563.2216	5.7507
62	сэр	8	563.2216	5.7507
62	табылған	8	563.2216	5.7507
62	тезірек	8	563.2216	5.7507
62	шығып	8	563.2216	5.7507
62	қонақ	8	563.2216	5.7507
62	әдемі	8	563.2216	5.7507
62	әлде	8	563.2216	5.7507
62	әрі	8	563.2216	5.7507
62	өзі	8	563.2216	5.7507
63	адамның	7	492.8189	5.6927
63	айтарым	7	492.8189	5.6927
63	алайда	7	492.8189	5.6927
63	алды	7	492.8189	5.6927
63	алмайсың	7	492.8189	5.6927
63	алған	7	492.8189	5.6927
63	ауырып	7	492.8189	5.6927
63	аха	7	492.8189	5.6927
63	бала	7	492.8189	5.6927
63	берші	7	492.8189	5.6927
63	бо	7	492.8189	5.6927
63	болатын	7	492.8189	5.6927
63	бос	7	492.8189	5.6927
63	бұрынғы	7	492.8189	5.6927
63	дейін	7	492.8189	5.6927
63	джона	7	492.8189	5.6927
63	едік	7	492.8189	5.6927
63	жауап	7	492.8189	5.6927
63	жоғалып	7	492.8189	5.6927
63	кезде	7	492.8189	5.6927
63	келдіңіз	7	492.8189	5.6927
63	керегі	7	492.8189	5.6927
63	кеткен	7	492.8189	5.6927
63	кетіп	7	492.8189	5.6927
63	кешір	7	492.8189	5.6927
63	күн	7	492.8189	5.6927
63	күтіп	7	492.8189	5.6927
63	маккензи	7	492.8189	5.6927
63	маңызды	7	492.8189	5.6927
63	міндетті	7	492.8189	5.6927
63	неткен	7	492.8189	5.6927
63	онымен	7	492.8189	5.6927
63	сайтан	7	492.8189	5.6927
63	сау	7	492.8189	5.6927
63	секілді	7	492.8189	5.6927
63	сондықтан	7	492.8189	5.6927
63	соншалықты	7	492.8189	5.6927
63	сонымен	7	492.8189	5.6927
63	сізбен	7	492.8189	5.6927
63	сізде	7	492.8189	5.6927
63	тамаша	7	492.8189	5.6927
63	тұрсыз	7	492.8189	5.6927
63	шақырып	7	492.8189	5.6927
63	қалдым	7	492.8189	5.6927
63	қалған	7	492.8189	5.6927
63	қанша	7	492.8189	5.6927
63	қарап	7	492.8189	5.6927
63	қашан	7	492.8189	5.6927
63	қолымнан	7	492.8189	5.6927
63	қош	7	492.8189	5.6927
63	қызық	7	492.8189	5.6927
63	үйге	7	492.8189	5.6927
63	әкем	7	492.8189	5.6927
63	әшейін	7	492.8189	5.6927
63	өзен	7	492.8189	5.6927
64	айт	6	422.4162	5.6257
64	айтасың	6	422.4162	5.6257
64	айтшы	6	422.4162	5.6257
64	аласыз	6	422.4162	5.6257
64	ауру	6	422.4162	5.6257
64	баланы	6	422.4162	5.6257
64	балақай	6	422.4162	5.6257
64	барады	6	422.4162	5.6257
64	баратын	6	422.4162	5.6257
64	берген	6	422.4162	5.6257
64	береді	6	422.4162	5.6257
64	болдың	6	422.4162	5.6257
64	болсаң	6	422.4162	5.6257
64	бізде	6	422.4162	5.6257
64	білесіз	6	422.4162	5.6257
64	бәрібір	6	422.4162	5.6257
64	дейсіз	6	422.4162	5.6257
64	ден	6	422.4162	5.6257
64	джонас	6	422.4162	5.6257
64	едің	6	422.4162	5.6257
64	ем	6	422.4162	5.6257
64	жаман	6	422.4162	5.6257
64	жарайсың	6	422.4162	5.6257
64	жасап	6	422.4162	5.6257
64	жақсымын	6	422.4162	5.6257
64	жақын	6	422.4162	5.6257
64	жиіркенішті	6	422.4162	5.6257
64	жол	6	422.4162	5.6257
64	жұмысқа	6	422.4162	5.6257
64	жөнінде	6	422.4162	5.6257
64	зат	6	422.4162	5.6257
64	иісі	6	422.4162	5.6257
64	келдің	6	422.4162	5.6257
64	келесі	6	422.4162	5.6257
64	кет	6	422.4162	5.6257
64	кісі	6	422.4162	5.6257
64	көрген	6	422.4162	5.6257
64	мынаны	6	422.4162	5.6257
64	мұны	6	422.4162	5.6257
64	о	6	422.4162	5.6257
64	ойлаймын	6	422.4162	5.6257
64	ойлайсың	6	422.4162	5.6257
64	осындай	6	422.4162	5.6257
64	осындамын	6	422.4162	5.6257
64	рин	6	422.4162	5.6257
64	сара	6	422.4162	5.6257
64	сөз	6	422.4162	5.6257
64	таба	6	422.4162	5.6257
64	тоқтай	6	422.4162	5.6257
64	тоқтат	6	422.4162	5.6257
64	фокс	6	422.4162	5.6257
64	хабар	6	422.4162	5.6257
64	юбабаның	6	422.4162	5.6257
64	іс	6	422.4162	5.6257
64	істеп	6	422.4162	5.6257
64	қазір	6	422.4162	5.6257
64	қара	6	422.4162	5.6257
64	қашып	6	422.4162	5.6257
64	қорықпа	6	422.4162	5.6257
64	ұста	6	422.4162	5.6257
64	әкеліңдер	6	422.4162	5.6257
64	өлтіреді	6	422.4162	5.6257
65	агент	5	352.0135	5.5466
65	айта	5	352.0135	5.5466
65	алатын	5	352.0135	5.5466
65	алмаймыз	5	352.0135	5.5466
65	амансыз	5	352.0135	5.5466
65	арада	5	352.0135	5.5466
65	ауыру	5	352.0135	5.5466
65	ашық	5	352.0135	5.5466
65	барасың	5	352.0135	5.5466
65	бас	5	352.0135	5.5466
65	болдым	5	352.0135	5.5466
65	болсын	5	352.0135	5.5466
65	британ	5	352.0135	5.5466
65	біледі	5	352.0135	5.5466
65	бірі	5	352.0135	5.5466
65	бұдан	5	352.0135	5.5466
65	васва	5	352.0135	5.5466
65	вирджиния	5	352.0135	5.5466
65	дайын	5	352.0135	5.5466
65	дана	5	352.0135	5.5466
65	дейсің	5	352.0135	5.5466
65	едіңіз	5	352.0135	5.5466
65	ер	5	352.0135	5.5466
65	ертең	5	352.0135	5.5466
65	естіп	5	352.0135	5.5466
65	есімім	5	352.0135	5.5466
65	етіп	5	352.0135	5.5466
65	ешкімге	5	352.0135	5.5466
65	жалғыз	5	352.0135	5.5466
65	жатырсың	5	352.0135	5.5466
65	жатқан	5	352.0135	5.5466
65	жеке	5	352.0135	5.5466
65	жер	5	352.0135	5.5466
65	жұмысы	5	352.0135	5.5466
65	кейде	5	352.0135	5.5466
65	келмей	5	352.0135	5.5466
65	келсе	5	352.0135	5.5466
65	кеш	5	352.0135	5.5466
65	кристиан	5	352.0135	5.5466
65	кіріңіз	5	352.0135	5.5466
65	күшті	5	352.0135	5.5466
65	көмегің	5	352.0135	5.5466
65	көмектесе	5	352.0135	5.5466
65	көр	5	352.0135	5.5466
65	көрдім	5	352.0135	5.5466
65	көре	5	352.0135	5.5466
65	көреміз	5	352.0135	5.5466
65	лас	5	352.0135	5.5466
65	менен	5	352.0135	5.5466
65	моника	5	352.0135	5.5466
65	нашар	5	352.0135	5.5466
65	обот	5	352.0135	5.5466
65	оботтың	5	352.0135	5.5466
65	ондай	5	352.0135	5.5466
65	осыны	5	352.0135	5.5466
65	отырмын	5	352.0135	5.5466
65	оңай	5	352.0135	5.5466
65	пойыз	5	352.0135	5.5466
65	рет	5	352.0135	5.5466
65	рұқсат	5	352.0135	5.5466
65	сатып	5	352.0135	5.5466
65	сезіп	5	352.0135	5.5466
65	содан	5	352.0135	5.5466
65	соған	5	352.0135	5.5466
65	су	5	352.0135	5.5466
65	сұрап	5	352.0135	5.5466
65	сұрақ	5	352.0135	5.5466
65	таптым	5	352.0135	5.5466
65	тоқтаңыз	5	352.0135	5.5466
65	тура	5	352.0135	5.5466
65	түрде	5	352.0135	5.5466
65	түсінемін	5	352.0135	5.5466
65	тұнба	5	352.0135	5.5466
65	тұрыңдар	5	352.0135	5.5466
65	фбр-дің	5	352.0135	5.5466
65	шотландияда	5	352.0135	5.5466
65	штаты	5	352.0135	5.5466
65	шығарсың	5	352.0135	5.5466
65	ші	5	352.0135	5.5466
65	істейді	5	352.0135	5.5466
65	істеуге	5	352.0135	5.5466
65	қаша	5	352.0135	5.5466
65	қорқып	5	352.0135	5.5466
65	қызмет	5	352.0135	5.5466
65	құпия	5	352.0135	5.5466
65	ұшып	5	352.0135	5.5466
65	әйтпесе	5	352.0135	5.5466
65	өзіңді	5	352.0135	5.5466
65	өлі	5	352.0135	5.5466
65	өліп	5	352.0135	5.5466
65	өмірін	5	352.0135	5.5466
66	агентін	4	281.6108	5.4496
66	айтады	4	281.6108	5.4496
66	айтамын	4	281.6108	5.4496
66	айтасыз	4	281.6108	5.4496
66	айтпақшы	4	281.6108	5.4496
66	айттың	4	281.6108	5.4496
66	айтыңыз	4	281.6108	5.4496
66	айтқан	4	281.6108	5.4496
66	ала	4	281.6108	5.4496
66	алмадым	4	281.6108	5.4496
66	алмайды	4	281.6108	5.4496
66	алу	4	281.6108	5.4496
66	анау	4	281.6108	5.4496
66	анда	4	281.6108	5.4496
66	апам	4	281.6108	5.4496
66	арналған	4	281.6108	5.4496
66	артық	4	281.6108	5.4496
66	ата	4	281.6108	5.4496
66	ауруы	4	281.6108	5.4496
66	ацепромазин	4	281.6108	5.4496
66	аш	4	281.6108	5.4496
66	ақпарат	4	281.6108	5.4496
66	ақша	4	281.6108	5.4496
66	ақымақ	4	281.6108	5.4496
66	барам	4	281.6108	5.4496
66	барамын	4	281.6108	5.4496
66	барлығы	4	281.6108	5.4496
66	бере	4	281.6108	5.4496
66	берсін	4	281.6108	5.4496
66	беріп	4	281.6108	5.4496
66	беріңіз	4	281.6108	5.4496
66	беріңізші	4	281.6108	5.4496
66	бойынша	4	281.6108	5.4496
66	болмақ	4	281.6108	5.4496
66	болуы	4	281.6108	5.4496
66	болғандықтан	4	281.6108	5.4496
66	британдықтар	4	281.6108	5.4496
66	бэннан	4	281.6108	5.4496
66	бірдей	4	281.6108	5.4496
66	бірнеше	4	281.6108	5.4496
66	бітті	4	281.6108	5.4496
66	бұрын	4	281.6108	5.4496
66	гариганмын	4	281.6108	5.4496
66	госпитальға	4	281.6108	5.4496
66	дедіңіз	4	281.6108	5.4496
66	дәмді	4	281.6108	5.4496
66	дәрі	4	281.6108	5.4496
66	дәрігер	4	281.6108	5.4496
66	дәрігермін	4	281.6108	5.4496
66	екеуміз	4	281.6108	5.4496
66	екінші	4	281.6108	5.4496
66	ел	4	281.6108	5.4496
66	елден	4	281.6108	5.4496
66	емдеу	4	281.6108	5.4496
66	еске	4	281.6108	5.4496
66	естідім	4	281.6108	5.4496
66	ешқандай	4	281.6108	5.4496
66	ешқашан	4	281.6108	5.4496
66	жайлы	4	281.6108	5.4496
66	жан	4	281.6108	5.4496
66	жаққа	4	281.6108	5.4496
66	жек	4	281.6108	5.4496
66	жерді	4	281.6108	5.4496
66	жете	4	281.6108	5.4496
66	жолмен	4	281.6108	5.4496
66	жоғалған	4	281.6108	5.4496
66	жіберді	4	281.6108	5.4496
66	жігіт	4	281.6108	5.4496
66	жұмысым	4	281.6108	5.4496
66	жәй	4	281.6108	5.4496
66	заңсыз	4	281.6108	5.4496
66	кедей	4	281.6108	5.4496
66	кете	4	281.6108	5.4496
66	кетемін	4	281.6108	5.4496
66	кеттің	4	281.6108	5.4496
66	крис	4	281.6108	5.4496
66	кісілер	4	281.6108	5.4496
66	күтпеген	4	281.6108	5.4496
66	көзіңді	4	281.6108	5.4496
66	көптеген	4	281.6108	5.4496
66	көрейік	4	281.6108	5.4496
66	көресің	4	281.6108	5.4496
66	көруге	4	281.6108	5.4496
66	маймылдар	4	281.6108	5.4496
66	малдерді	4	281.6108	5.4496
66	мейірімді	4	281.6108	5.4496
66	менімен	4	281.6108	5.4496
66	министірі	4	281.6108	5.4496
66	мінекей	4	281.6108	5.4496
66	мұз	4	281.6108	5.4496
66	мұның	4	281.6108	5.4496
66	ойладым	4	281.6108	5.4496
66	олардан	4	281.6108	5.4496
66	олардың	4	281.6108	5.4496
66	операция	4	281.6108	5.4496
66	отырыңыз	4	281.6108	5.4496
66	оян	4	281.6108	5.4496
66	пайда	4	281.6108	5.4496
66	сандхофф	4	281.6108	5.4496
66	саулық	4	281.6108	5.4496
66	сағаттан	4	281.6108	5.4496
66	сезім	4	281.6108	5.4496
66	сенбейсің	4	281.6108	5.4496
66	сендерге	4	281.6108	5.4496
66	сене	4	281.6108	5.4496
66	сенемін	4	281.6108	5.4496
66	сонша	4	281.6108	5.4496
66	соны	4	281.6108	5.4496
66	сосын	4	281.6108	5.4496
66	соңғы	4	281.6108	5.4496
66	тамақ	4	281.6108	5.4496
66	таста	4	281.6108	5.4496
66	тездет	4	281.6108	5.4496
66	тездетіп	4	281.6108	5.4496
66	терең	4	281.6108	5.4496
66	түрлі	4	281.6108	5.4496
66	түсіндім	4	281.6108	5.4496
66	тұра	4	281.6108	5.4496
66	тұрады	4	281.6108	5.4496
66	тұрыңыз	4	281.6108	5.4496
66	тұрғаным	4	281.6108	5.4496
66	уақытта	4	281.6108	5.4496
66	угандаға	4	281.6108	5.4496
66	халық	4	281.6108	5.4496
66	шешім	4	281.6108	5.4496
66	экстрасенс	4	281.6108	5.4496
66	істей	4	281.6108	5.4496
66	қай	4	281.6108	5.4496
66	қайтайықшы	4	281.6108	5.4496
66	қал	4	281.6108	5.4496
66	қала	4	281.6108	5.4496
66	қалады	4	281.6108	5.4496
66	қалайсың	4	281.6108	5.4496
66	қарапайым	4	281.6108	5.4496
66	қатысы	4	281.6108	5.4496
66	қағаз	4	281.6108	5.4496
66	қолы	4	281.6108	5.4496
66	қояды	4	281.6108	5.4496
66	қуып	4	281.6108	5.4496
66	қыз	4	281.6108	5.4496
66	қылмыс	4	281.6108	5.4496
66	құдайым-ай	4	281.6108	5.4496
66	үйде	4	281.6108	5.4496
66	үкімет	4	281.6108	5.4496
66	үстінде	4	281.6108	5.4496
66	ұйықтап	4	281.6108	5.4496
66	ұлы	4	281.6108	5.4496
66	ұстап	4	281.6108	5.4496
66	ұшақ	4	281.6108	5.4496
66	ұқсайды	4	281.6108	5.4496
66	әйелдер	4	281.6108	5.4496
66	әміршісі	4	281.6108	5.4496
66	әне	4	281.6108	5.4496
66	өзімнің	4	281.6108	5.4496
66	өзінің	4	281.6108	5.4496
66	өзіңіз	4	281.6108	5.4496
66	өтірікші	4	281.6108	5.4496
66	өңсіз	4	281.6108	5.4496
67	абура-я	3	211.2081	5.3247
67	автобус	3	211.2081	5.3247
67	агенті	3	211.2081	5.3247
67	адамдарды	3	211.2081	5.3247
67	адамдарға	3	211.2081	5.3247
67	адаммен	3	211.2081	5.3247
67	адаммын	3	211.2081	5.3247
67	адамға	3	211.2081	5.3247
67	аз	3	211.2081	5.3247
67	айналып	3	211.2081	5.3247
67	айтам	3	211.2081	5.3247
67	айтқанымды	3	211.2081	5.3247
67	алады	3	211.2081	5.3247
67	алдым	3	211.2081	5.3247
67	алдын-ала	3	211.2081	5.3247
67	алдында	3	211.2081	5.3247
67	алдық	3	211.2081	5.3247
67	алғашқы	3	211.2081	5.3247
67	аминге	3	211.2081	5.3247
67	анаң	3	211.2081	5.3247
67	анық	3	211.2081	5.3247
67	апасын	3	211.2081	5.3247
67	ас	3	211.2081	5.3247
67	астына	3	211.2081	5.3247
67	атап	3	211.2081	5.3247
67	атаға	3	211.2081	5.3247
67	атып	3	211.2081	5.3247
67	атың	3	211.2081	5.3247
67	аузыңды	3	211.2081	5.3247
67	ауылға	3	211.2081	5.3247
67	ауыр	3	211.2081	5.3247
67	ауырды	3	211.2081	5.3247
67	ашыңдар	3	211.2081	5.3247
67	аялдама	3	211.2081	5.3247
67	аян	3	211.2081	5.3247
67	ағылшын	3	211.2081	5.3247
67	ағылшынша	3	211.2081	5.3247
67	ақылсыз	3	211.2081	5.3247
67	байланыс	3	211.2081	5.3247
67	баланың	3	211.2081	5.3247
67	барда	3	211.2081	5.3247
67	бастап	3	211.2081	5.3247
67	басына	3	211.2081	5.3247
67	басқаша	3	211.2081	5.3247
67	батпақ	3	211.2081	5.3247
67	батыл	3	211.2081	5.3247
67	батыс	3	211.2081	5.3247
67	белгілі	3	211.2081	5.3247
67	берейін	3	211.2081	5.3247
67	берем	3	211.2081	5.3247
67	беремін	3	211.2081	5.3247
67	бетін	3	211.2081	5.3247
67	боламын	3	211.2081	5.3247
67	болмай	3	211.2081	5.3247
67	болсам	3	211.2081	5.3247
67	болыңыз	3	211.2081	5.3247
67	бонни	3	211.2081	5.3247
67	бізбен	3	211.2081	5.3247
67	білесіңбе	3	211.2081	5.3247
67	біртүрлі	3	211.2081	5.3247
67	бірінші	3	211.2081	5.3247
67	бұрында	3	211.2081	5.3247
67	дегенің	3	211.2081	5.3247
67	дзэниба	3	211.2081	5.3247
67	драмми	3	211.2081	5.3247
67	дым	3	211.2081	5.3247
67	дәрігерсің	3	211.2081	5.3247
67	дәрігері	3	211.2081	5.3247
67	дәрігерімін	3	211.2081	5.3247
67	ей	3	211.2081	5.3247
67	екенсің	3	211.2081	5.3247
67	екеуміздің	3	211.2081	5.3247
67	елдің	3	211.2081	5.3247
67	елес	3	211.2081	5.3247
67	емді	3	211.2081	5.3247
67	емеспін	3	211.2081	5.3247
67	емхана	3	211.2081	5.3247
67	емханаға	3	211.2081	5.3247
67	есімімді	3	211.2081	5.3247
67	есіміңді	3	211.2081	5.3247
67	етеміз	3	211.2081	5.3247
67	етпейді	3	211.2081	5.3247
67	жай	3	211.2081	5.3247
67	жануар	3	211.2081	5.3247
67	жаншып	3	211.2081	5.3247
67	жаныңда	3	211.2081	5.3247
67	жас	3	211.2081	5.3247
67	жасай	3	211.2081	5.3247
67	жасайтын	3	211.2081	5.3247
67	жасалған	3	211.2081	5.3247
67	жатырсыз	3	211.2081	5.3247
67	же	3	211.2081	5.3247
67	жергілікті	3	211.2081	5.3247
67	жердің	3	211.2081	5.3247
67	жолы	3	211.2081	5.3247
67	жоғалт	3	211.2081	5.3247
67	жуынды	3	211.2081	5.3247
67	жыл	3	211.2081	5.3247
67	жылаймын	3	211.2081	5.3247
67	жіберген	3	211.2081	5.3247
67	жібереді	3	211.2081	5.3247
67	жіберіңдер	3	211.2081	5.3247
67	жүреді	3	211.2081	5.3247
67	жүрмін	3	211.2081	5.3247
67	жүріп	3	211.2081	5.3247
67	жұмысын	3	211.2081	5.3247
67	заттар	3	211.2081	5.3247
67	зоодүкен	3	211.2081	5.3247
67	ие	3	211.2081	5.3247
67	иттер	3	211.2081	5.3247
67	кез	3	211.2081	5.3247
67	келгенін	3	211.2081	5.3247
67	келдік	3	211.2081	5.3247
67	келемін	3	211.2081	5.3247
67	келуіне	3	211.2081	5.3247
67	келісімшартқа	3	211.2081	5.3247
67	келіңдер	3	211.2081	5.3247
67	келіңіз	3	211.2081	5.3247
67	кетеді	3	211.2081	5.3247
67	кеткір	3	211.2081	5.3247
67	кеттім	3	211.2081	5.3247
67	кеше	3	211.2081	5.3247
67	кешкі	3	211.2081	5.3247
67	кэмпбел	3	211.2081	5.3247
67	кімге	3	211.2081	5.3247
67	кімсіз	3	211.2081	5.3247
67	кімсің	3	211.2081	5.3247
67	кісіні	3	211.2081	5.3247
