Rank	Word	Frequency	Frequency per million	Zipf value	IPA
88	გვერდით	18	14.5269	4.1622	ɡ v ɛ r d i tʰ
88	გოგო	18	14.5269	4.1622	ɡ ɔ ɡ ɔ
88	ვგრძნობ	18	14.5269	4.1622	v ɡ r d͡z n ɔ b
88	კაი	18	14.5269	4.1622	kʼ a i
88	მილედი	18	14.5269	4.1622	m i l ɛ d i
88	მჭირდება	18	14.5269	4.1622	m t͡ʃʼ i r d ɛ b a
88	ოჯახი	18	14.5269	4.1622	ɔ d͡ʒ a x i
88	რამდენიმე	18	14.5269	4.1622	r a m d ɛ n i m ɛ
88	ღმერთი	18	14.5269	4.1622	ɣ m ɛ r tʰ i
88	ჩანს	18	14.5269	4.1622	t͡ʃ a n s
89	ახალი	17	13.7198	4.1373	a x a l i
89	თავისი	17	13.7198	4.1373	tʰ a v i s i
89	იქნებ	17	13.7198	4.1373	i kʰ n ɛ b
89	მეორე	17	13.7198	4.1373	m ɛ ɔ r ɛ
89	ფა	17	13.7198	4.1373	pʰ a
90	ამიტომ	16	12.9128	4.111	a m i tʼ ɔ m
90	არმია	16	12.9128	4.111	a r m i a
90	ბოლოს	16	12.9128	4.111	b ɔ l ɔ s
90	გამა	16	12.9128	4.111	ɡ a m a
90	გვაქვს	16	12.9128	4.111	ɡ v a kʰ v s
90	გთხოვთ	16	12.9128	4.111	ɡ tʰ x ɔ v tʰ
90	დედოფალი	16	12.9128	4.111	d ɛ d ɔ pʰ a l i
90	მეგობრები	16	12.9128	4.111	m ɛ ɡ ɔ b r ɛ b i
90	პირველი	16	12.9128	4.111	pʼ i r v ɛ l i
90	სიკვდილი	16	12.9128	4.111	s i kʼ v d i l i
90	უკაცრავად	16	12.9128	4.111	u kʼ a t͡s r a v a d
90	ცუდი	16	12.9128	4.111	t͡s u d i
91	არაფერს	15	12.1057	4.083	a r a pʰ ɛ r s
91	გაქვთ	15	12.1057	4.083	ɡ a kʰ v tʰ
91	დახმარება	15	12.1057	4.083	d a x m a r ɛ b a
91	თავიდან	15	12.1057	4.083	tʰ a v i d a n
91	იცის	15	12.1057	4.083	i t͡s i s
91	მადლობთ	15	12.1057	4.083	m a d l ɔ b tʰ
91	მგონი	15	12.1057	4.083	m ɡ ɔ n i
91	მეგობარი	15	12.1057	4.083	m ɛ ɡ ɔ b a r i
91	ნამდვილი	15	12.1057	4.083	n a m d v i l i
91	სახელი	15	12.1057	4.083	s a x ɛ l i
91	ხელი	15	12.1057	4.083	x ɛ l i
91	ხმა	15	12.1057	4.083	x m a
92	ანა	14	11.2987	4.053	a n a
92	არსებობს	14	11.2987	4.053	a r s ɛ b ɔ b s
92	გოგონა	14	11.2987	4.053	ɡ ɔ ɡ ɔ n a
92	დაე	14	11.2987	4.053	d a ɛ
92	ზუსტად	14	11.2987	4.053	z u s tʼ a d
92	მოვიდა	14	11.2987	4.053	m ɔ v i d a
92	მუდამ	14	11.2987	4.053	m u d a m
92	სიყვარული	14	11.2987	4.053	s i qʼ v a r u l i
92	ძმა	14	11.2987	4.053	d͡z m a
92	წელი	14	11.2987	4.053	t͡sʼ ɛ l i
92	წყეული	14	11.2987	4.053	t͡sʼ qʼ ɛ u l i
92	ხალხს	14	11.2987	4.053	x a l x s
93	აკუთა	13	10.4916	4.0208	a kʼ u tʰ a
93	ბალა	13	10.4916	4.0208	b a l a
93	გავიგე	13	10.4916	4.0208	ɡ a v i ɡ ɛ
93	გზა	13	10.4916	4.0208	ɡ z a
93	ერთხელ	13	10.4916	4.0208	ɛ r tʰ x ɛ l
93	ვიქნები	13	10.4916	4.0208	v i kʰ n ɛ b i
93	იმედი	13	10.4916	4.0208	i m ɛ d i
93	კვლავ	13	10.4916	4.0208	kʼ v l a v
93	მესმის	13	10.4916	4.0208	m ɛ s m i s
93	სახლი	13	10.4916	4.0208	s a x l i
93	სიტყვა	13	10.4916	4.0208	s i tʼ qʼ v a
93	სიცილი	13	10.4916	4.0208	s i t͡s i l i
93	ქალაქი	13	10.4916	4.0208	kʰ a l a kʰ i
93	ხო	13	10.4916	4.0208	x ɔ
94	ადრე	12	9.6846	3.9861	a d r ɛ
94	არაფრის	12	9.6846	3.9861	a r a pʰ r i s
94	ბრძოლა	12	9.6846	3.9861	b r d͡z ɔ l a
94	გული	12	9.6846	3.9861	ɡ u l i
94	თან	12	9.6846	3.9861	tʰ a n
94	თეთრი	12	9.6846	3.9861	tʰ ɛ tʰ r i
94	იმაზე	12	9.6846	3.9861	i m a z ɛ
94	კეთილი	12	9.6846	3.9861	kʼ ɛ tʰ i l i
94	მაშ	12	9.6846	3.9861	m a ʃ
94	ნება	12	9.6846	3.9861	n ɛ b a
94	ომი	12	9.6846	3.9861	ɔ m i
94	სარა	12	9.6846	3.9861	s a r a
94	ქალა	12	9.6846	3.9861	kʰ a l a
94	შე	12	9.6846	3.9861	ʃ ɛ
94	წმინდა	12	9.6846	3.9861	t͡sʼ m i n d a
94	ჭიხვინი	12	9.6846	3.9861	t͡ʃʼ i x v i n i
94	ჯონ	12	9.6846	3.9861	d͡ʒ ɔ n
95	ადამიანები	11	8.8775	3.9483	a d a m i a n ɛ b i
95	ამით	11	8.8775	3.9483	a m i tʰ
95	ასეთი	11	8.8775	3.9483	a s ɛ tʰ i
95	გაკეთება	11	8.8775	3.9483	ɡ a kʼ ɛ tʰ ɛ b a
95	გჭირდება	11	8.8775	3.9483	ɡ t͡ʃʼ i r d ɛ b a
95	ერთადერთი	11	8.8775	3.9483	ɛ r tʰ a d ɛ r tʰ i
95	თავისუფალი	11	8.8775	3.9483	tʰ a v i s u pʰ a l i
95	თვითონ	11	8.8775	3.9483	tʰ v i tʰ ɔ n
95	მეტად	11	8.8775	3.9483	m ɛ tʼ a d
95	მივდივარ	11	8.8775	3.9483	m i v d i v a r
95	მიყვარხარ	11	8.8775	3.9483	m i qʼ v a r x a r
95	მომავალი	11	8.8775	3.9483	m ɔ m a v a l i
95	მქონდა	11	8.8775	3.9483	m kʰ ɔ n d a
95	ნიშნავს	11	8.8775	3.9483	n i ʃ n a v s
95	ოდესმე	11	8.8775	3.9483	ɔ d ɛ s m ɛ
95	ორივე	11	8.8775	3.9483	ɔ r i v ɛ
95	წავალ	11	8.8775	3.9483	t͡sʼ a v a l
95	წინააღმდეგ	11	8.8775	3.9483	t͡sʼ i n a a ɣ m d ɛ ɡ
95	ხალხის	11	8.8775	3.9483	x a l x i s
96	ბავშვი	10	8.0705	3.9069	b a v ʃ v i
96	ბანკს	10	8.0705	3.9069	b a n kʼ s
96	გაუმარჯოს	10	8.0705	3.9069	ɡ a u m a r d͡ʒ ɔ s
96	გზას	10	8.0705	3.9069	ɡ z a s
96	დიდებული	10	8.0705	3.9069	d i d ɛ b u l i
96	ვის	10	8.0705	3.9069	v i s
96	ზოგჯერ	10	8.0705	3.9069	z ɔ ɡ d͡ʒ ɛ r
96	თევზი	10	8.0705	3.9069	tʰ ɛ v z i
96	თითქოს	10	8.0705	3.9069	tʰ i tʰ kʰ ɔ s
96	კაცს	10	8.0705	3.9069	kʼ a t͡s s
96	მიმართ	10	8.0705	3.9069	m i m a r tʰ
96	მიუხედავად	10	8.0705	3.9069	m i u x ɛ d a v a d
96	მშვენიერი	10	8.0705	3.9069	m ʃ v ɛ n i ɛ r i
96	მძიმე	10	8.0705	3.9069	m d͡z i m ɛ
96	პირდაპირ	10	8.0705	3.9069	pʼ i r d a pʼ i r
96	რაიმე	10	8.0705	3.9069	r a i m ɛ
96	საიდან	10	8.0705	3.9069	s a i d a n
96	საკმარისი	10	8.0705	3.9069	s a kʼ m a r i s i
96	სამი	10	8.0705	3.9069	s a m i
96	საშინელი	10	8.0705	3.9069	s a ʃ i n ɛ l i
96	სიცოცხლე	10	8.0705	3.9069	s i t͡s ɔ t͡s x l ɛ
96	სწორად	10	8.0705	3.9069	s t͡sʼ ɔ r a d
96	ღრიალი	10	8.0705	3.9069	ɣ r i a l i
96	შესაძლოა	10	8.0705	3.9069	ʃ ɛ s a d͡z l ɔ a
96	შორის	10	8.0705	3.9069	ʃ ɔ r i s
96	ძლიერი	10	8.0705	3.9069	d͡z l i ɛ r i
96	ხვალ	10	8.0705	3.9069	x v a l
97	ადგილი	9	7.2634	3.8611	a d ɡ i l i
97	ამაზე	9	7.2634	3.8611	a m a z ɛ
97	აქამდე	9	7.2634	3.8611	a kʰ a m d ɛ
97	აქედან	9	7.2634	3.8611	a kʰ ɛ d a n
97	დაცვა	9	7.2634	3.8611	d a t͡s v a
97	ვინმე	9	7.2634	3.8611	v i n m ɛ
97	თორემ	9	7.2634	3.8611	tʰ ɔ r ɛ m
97	იცით	9	7.2634	3.8611	i t͡s i tʰ
97	ლ	9	7.2634	3.8611	l
97	ლამა	9	7.2634	3.8611	l a m a
97	მგონია	9	7.2634	3.8611	m ɡ ɔ n i a
97	სადმე	9	7.2634	3.8611	s a d m ɛ
97	სამეფოს	9	7.2634	3.8611	s a m ɛ pʰ ɔ s
97	საუბარი	9	7.2634	3.8611	s a u b a r i
97	საუკეთესო	9	7.2634	3.8611	s a u kʼ ɛ tʰ ɛ s ɔ
97	სინამდვილეში	9	7.2634	3.8611	s i n a m d v i l ɛ ʃ i
97	უბედური	9	7.2634	3.8611	u b ɛ d u r i
97	უკეთესი	9	7.2634	3.8611	u kʼ ɛ tʰ ɛ s i
97	ღამე	9	7.2634	3.8611	ɣ a m ɛ
97	ყორანი	9	7.2634	3.8611	qʼ ɔ r a n i
97	ცოლი	9	7.2634	3.8611	t͡s ɔ l i
97	ცოცხალი	9	7.2634	3.8611	t͡s ɔ t͡s x a l i
97	ცუდად	9	7.2634	3.8611	t͡s u d a d
97	ცხოვრებას	9	7.2634	3.8611	t͡s x ɔ v r ɛ b a s
97	ძალა	9	7.2634	3.8611	d͡z a l a
97	წითელი	9	7.2634	3.8611	t͡sʼ i tʰ ɛ l i
97	ჰა	9	7.2634	3.8611	h a
97	ჰქონდა	9	7.2634	3.8611	h kʰ ɔ n d a
98	ადამიანი	8	6.4564	3.81	a d a m i a n i
98	ადამიანის	8	6.4564	3.81	a d a m i a n i s
98	ამაში	8	6.4564	3.81	a m a ʃ i
98	არანაირი	8	6.4564	3.81	a r a n a i r i
98	ბებია	8	6.4564	3.81	b ɛ b i a
98	ბრძოლის	8	6.4564	3.81	b r d͡z ɔ l i s
98	დაბრუნება	8	6.4564	3.81	d a b r u n ɛ b a
98	ესეთი	8	6.4564	3.81	ɛ s ɛ tʰ i
98	ვთქვი	8	6.4564	3.81	v tʰ kʰ v i
98	იგივე	8	6.4564	3.81	i ɡ i v ɛ
98	ისევე	8	6.4564	3.81	i s ɛ v ɛ
98	მამაჩემი	8	6.4564	3.81	m a m a t͡ʃ ɛ m i
98	მკვდარი	8	6.4564	3.81	m kʼ v d a r i
98	მოგვიანებით	8	6.4564	3.81	m ɔ ɡ v i a n ɛ b i tʰ
98	მომწონს	8	6.4564	3.81	m ɔ m t͡sʼ ɔ n s
98	როდის	8	6.4564	3.81	r ɔ d i s
98	რომელი	8	6.4564	3.81	r ɔ m ɛ l i
98	სახე	8	6.4564	3.81	s a x ɛ
98	სულელი	8	6.4564	3.81	s u l ɛ l i
98	სუნი	8	6.4564	3.81	s u n i
98	უკანასკნელი	8	6.4564	3.81	u kʼ a n a s kʼ n ɛ l i
98	უფლება	8	6.4564	3.81	u pʰ l ɛ b a
98	შვიდი	8	6.4564	3.81	ʃ v i d i
98	შინ	8	6.4564	3.81	ʃ i n
98	ციხე	8	6.4564	3.81	t͡s i x ɛ
98	ცხოვრების	8	6.4564	3.81	t͡s x ɔ v r ɛ b i s
98	წასვლა	8	6.4564	3.81	t͡sʼ a s v l a
98	ხანი	8	6.4564	3.81	x a n i
98	ჰყავს	8	6.4564	3.81	h qʼ a v s
99	არამედ	7	5.6493	3.752	a r a m ɛ d
99	არჩევანი	7	5.6493	3.752	a r t͡ʃ ɛ v a n i
99	ახალ	7	5.6493	3.752	a x a l
99	გმადლობთ	7	5.6493	3.752	ɡ m a d l ɔ b tʰ
99	დედაჩემი	7	5.6493	3.752	d ɛ d a t͡ʃ ɛ m i
99	ერთმანეთი	7	5.6493	3.752	ɛ r tʰ m a n ɛ tʰ i
99	ველური	7	5.6493	3.752	v ɛ l u r i
99	თქვენთვის	7	5.6493	3.752	tʰ kʰ v ɛ n tʰ v i s
99	კვნესა	7	5.6493	3.752	kʼ v n ɛ s a
99	მოსწონს	7	5.6493	3.752	m ɔ s t͡sʼ ɔ n s
99	მრავალი	7	5.6493	3.752	m r a v a l i
99	რისთვის	7	5.6493	3.752	r i s tʰ v i s
99	რწმენა	7	5.6493	3.752	r t͡sʼ m ɛ n a
99	საბოლოოდ	7	5.6493	3.752	s a b ɔ l ɔ ɔ d
99	საკმარისად	7	5.6493	3.752	s a kʼ m a r i s a d
99	სამეფო	7	5.6493	3.752	s a m ɛ pʰ ɔ
99	საღამო	7	5.6493	3.752	s a ɣ a m ɔ
99	სახელს	7	5.6493	3.752	s a x ɛ l s
99	სიკვდილის	7	5.6493	3.752	s i kʼ v d i l i s
99	სიმართლე	7	5.6493	3.752	s i m a r tʰ l ɛ
99	სრულიად	7	5.6493	3.752	s r u l i a d
99	ტომი	7	5.6493	3.752	tʼ ɔ m i
99	უ	7	5.6493	3.752	u
99	ქვეშ	7	5.6493	3.752	kʰ v ɛ ʃ
99	ღვინო	7	5.6493	3.752	ɣ v i n ɔ
99	შიგნით	7	5.6493	3.752	ʃ i ɡ n i tʰ
99	ჩრდილოეთი	7	5.6493	3.752	t͡ʃ r d i l ɔ ɛ tʰ i
99	ძველი	7	5.6493	3.752	d͡z v ɛ l i
99	ძუკნა	7	5.6493	3.752	d͡z u kʼ n a
99	ხშირად	7	5.6493	3.752	x ʃ i r a d
99	ჯონი	7	5.6493	3.752	d͡ʒ ɔ n i
100	ათასი	6	4.8423	3.6851	a tʰ a s i
100	აკეთებს	6	4.8423	3.6851	a kʼ ɛ tʰ ɛ b s
100	ამიერიდან	6	4.8423	3.6851	a m i ɛ r i d a n
100	არმიის	6	4.8423	3.6851	a r m i i s
100	ახლოს	6	4.8423	3.6851	a x l ɔ s
100	გარდა	6	4.8423	3.6851	ɡ a r d a
100	გვიანი	6	4.8423	3.6851	ɡ v i a n i
100	გზაზე	6	4.8423	3.6851	ɡ z a z ɛ
100	გოგოს	6	4.8423	3.6851	ɡ ɔ ɡ ɔ s
100	დაბადების	6	4.8423	3.6851	d a b a d ɛ b i s
100	დაიწყო	6	4.8423	3.6851	d a i t͡sʼ qʼ ɔ
100	დეიდა	6	4.8423	3.6851	d ɛ i d a
100	დიდხანს	6	4.8423	3.6851	d i d x a n s
100	დილით	6	4.8423	3.6851	d i l i tʰ
100	ერთგული	6	4.8423	3.6851	ɛ r tʰ ɡ u l i
100	ვაპირებ	6	4.8423	3.6851	v a pʼ i r ɛ b
100	ვერა	6	4.8423	3.6851	v ɛ r a
100	ვერასოდეს	6	4.8423	3.6851	v ɛ r a s ɔ d ɛ s
100	ვნახე	6	4.8423	3.6851	v n a x ɛ
100	თითქმის	6	4.8423	3.6851	tʰ i tʰ kʰ m i s
100	იარა	6	4.8423	3.6851	i a r a
100	ლორდი	6	4.8423	3.6851	l ɔ r d i
100	მაგ	6	4.8423	3.6851	m a ɡ
100	მანამდე	6	4.8423	3.6851	m a n a m d ɛ
100	მაპატიეთ	6	4.8423	3.6851	m a pʼ a tʼ i ɛ tʰ
100	მეფეს	6	4.8423	3.6851	m ɛ pʰ ɛ s
100	მიზეზი	6	4.8423	3.6851	m i z ɛ z i
100	მიხარია	6	4.8423	3.6851	m i x a r i a
100	მოდის	6	4.8423	3.6851	m ɔ d i s
100	მოვა	6	4.8423	3.6851	m ɔ v a
100	ნაწილი	6	4.8423	3.6851	n a t͡sʼ i l i
100	ნახვა	6	4.8423	3.6851	n a x v a
100	რის	6	4.8423	3.6851	r i s
100	საკმაოდ	6	4.8423	3.6851	s a kʼ m a ɔ d
100	სამყარო	6	4.8423	3.6851	s a m qʼ a r ɔ
100	სასიამოვნო	6	4.8423	3.6851	s a s i a m ɔ v n ɔ
100	საყვარელი	6	4.8423	3.6851	s a qʼ v a r ɛ l i
100	საჭირო	6	4.8423	3.6851	s a t͡ʃʼ i r ɔ
100	სწორედ	6	4.8423	3.6851	s t͡sʼ ɔ r ɛ d
100	უკეთ	6	4.8423	3.6851	u kʼ ɛ tʰ
100	უფალი	6	4.8423	3.6851	u pʰ a l i
100	უფროსი	6	4.8423	3.6851	u pʰ r ɔ s i
100	უყვარს	6	4.8423	3.6851	u qʼ v a r s
100	ფეხი	6	4.8423	3.6851	pʰ ɛ x i
100	ფვლა	6	4.8423	3.6851	pʰ v l a
100	ფრთხილად	6	4.8423	3.6851	pʰ r tʰ x i l a d
100	ქალაქის	6	4.8423	3.6851	kʰ a l a kʰ i s
100	ქვეყნად	6	4.8423	3.6851	kʰ v ɛ qʼ n a d
100	ქმარი	6	4.8423	3.6851	kʰ m a r i
